unit_order,unit_id,unit_title,P3465,P2789,H170,R2407,P3473,BWII672,P3466,T2281,P3471,P5881,I344,P400,P3475,A4095,L8751,L4044
122,43a078bb-8619-4387-8d10-76dd94407496,The Merchant Notices the Error in the Shop,,,,,,,,,,فلمّا أصبح جاء هو وشريكه فدخلا البيت فرأى السمسم الذي ذهب به إنّما هو سمسمه ورأى سمسم صاحبه موفرًا على حاله فدعا بالويل والثبور وعرف أنّ الذي أخذ ذلك الرجل غير الذي صرّ رداءه عليه,فلمّا أصبح جاء هو وشريكه ودخلا البيت فلمّا رأى الرجل أنّ السمسم الذاهب إنّما هو سمسمه ورأى سمسم صاحبه موفرًا ***,فلّما أصبح جاء هو وشريكه فدخلا البيت فلمّا رأى الرجل أنّ السمسم الذاهب هو سمسمه ورأى سمسم صاحبه وافرًا دعا بالويل والثبور وعرف أنّ الذي أخذ ذلك الرجل غير الذي كان رداؤه عليه,*فلمّا كان من غد جاء هو وشريكه فدخلا البيت فلمّا رأي الرجل أنّ السمسم الذاهب إنّما هو سمسمه ورأى سمسم صاحبه على حاله دعا بالويل وعرف أنّ الذي أخذه الرجل غير الذي كان رداؤه عليه,فلمّا أصبح جاء هو وشريكه حتّى دخلا البيت فلمّا رأى الرجل أنّ الذي ذهب سمسمه ورأى سمسم صاحبه على حاله دعا بالويل وعرف أنّ الذي أخذه ذلك الرجل ليس برادّه,فلمّا أصبح جاء هو وشريكه حتّى دخلا البيت فلمّا رأى الرجل الذي ذهب من السمسم متاعه ورأى سمسم صاحبه على حاله دعا بالويل وعرف أنّ الذي أخذ ذلك الرجل ليس برادّه عليه,فلمّا أصبح جاء هو وشريكه فدخلا البيت فلمّا رأى أن الذاهب هو الذي له ***
123,681efb1d-1064-49e5-9b7b-b126fa16230d,The Merchant Keeps Silent about His Betrayal,,,,,,,,,,وكره أن يذكر شيئًا من ذلك لئلّا يعرف بذلك شريكه فيكون ذلك أشدّ عليه من ذهاب سمسمه,,وكره أن يذكر شيئًا فيكون معرفة شريكه وغيره بما كان أشدّ عليه من ذهاب السمسم,فكره أن يذكر شيئًا فيكون معرفة شريكه وغيره بما كان أشدّ منه عليه من ذهاب السمسم,ويخشى أن يكون فيه فضيحته فلم يقل شيئًا,وخشي أن يقول شيئًا فيكون ما هو أشدّ عليه من ذهاب السمسم,وخشي أن يذكر شيئًا فيكون ما فيه من العار أشدّ عليه من ذهاب السمسم فالواجب
124,7e7dd702-599e-41c5-aea2-f8a2d5998762,The Partner Fears Accusation (Monologue),وقال وا سوءتاه من رفيق صالح قد ائتمنني على ماله وخلفني فيه ماذا يكون حالي عنده ولست أشكّ في تهمته إيّاي ولكن قد وطّنت نفسي على غرامته,وقال وا سوءتاه من رفيق صالح قد آمنني على ماله وخلفني فيه وانصرف ماذا يكون حالي عنده ولست أشكّ في تهمته إيّاي وإنّي صاحبه,وقال وا سوءتاه من رفيقي الصالح الذي ائتمنني على ماله وخلّفني فيه وانصرف ماذا يكون حالي عنده ولا أشكّ في تهمته إيّاي,وقال وا أسفاه من رفيقي الصالح الذي *أمّنني على ماله وخلّفني بالحانوت بعده فماذا يكون حالي عنده إذ فقد عدلًا من أعداله وربّما يتّهمني أنا,,وقال وا أسفاه على رفيقي الصالح الذي ائتمنني على ماله وخلفني في الحانوت بعده فماذا يكون حالي عنده إذا استفقد أعداله ولست أشكّ في تهمته إيّاي,وقال وا سوءتاه من رفيقي الصالح الذي ائتمنني على ماله وخلفني فيه ماذا يكون حالي عنده إذا فقد عدلًا من أعداله ولست أشكّ في تهمته إياي وإنّي صاحبه,فقال وا سوءتاه لرفيقي الصالح الذي ائتمنني على متاعه وجعلني أتخلّف إليه دونه ماذا يكون حالي عنده إذا فقد عدله وما أظنّ أن يأتمنني به,فقال واشُؤْماه من رفيقي الصالح الذي ائتمنني على ماله ما يكون حالى عنده وقد فقد بعض أعداله وليس أشكّ في تهمته إيّاه وأنا صاحبه,,,,,,,
125,0c5877f4-c843-4ca3-89e0-cb4ba1433664,The Partner Fears Accusation (Dialogue),ثمّ أتى صاحبه فوجده مغتمًّا فسأله عن حاله فقال إنّي قد افتقدت عدلا من أعدالك وإنّى لا أشكّ في تهمتك إيّاي وإنّي قد وطّنت نفسي علي غرامته,ولم يزل كذلك حتّى وافى رفيقه صديقه فوجده مغتمًّا فسأله عن حاله فقال له إنّي فقدت عدلًا من أعدالك ولا أعلم سببه ولا أشكّ في تهمتك إيّاي وإنّي قد وطّنت نفسي على غرامته,ثمّ أتى رفيقه فوجده مغتمًّا فسأله عن حاله فقال له إنّي فقدت عدلا من أعدالك ولا أعلم سببه ولا أشكّ في تهمتك إيّاي وإنّي قد وطّنت نفسي على غرامته,فلم يزل غمّه حتّى وافاه رفيقه فلمّا رآه مغتمًّا سأله عن حاله فقال إنّي افتقدت عدلًا من أعدالك ولا أعلم كيف سببه ولا أشكّ في تهمتك إيّاي وقد أيقنت على غرامتي لك,فوافاه رفيقه وهو على أعظم ما يكون من الفكر والهمّ فسأله عن حاله فقال له يا أخي إنّي فقدت عدلًا من أعدالك وإنّي لا أعلم سببه ولا أشكّ أنّك تتّهمني به وقد وطّنت نفسي على غرامته لك,فلم يزل مغمومًا حتّى وافى شريكه فوجده مغتمًّا فسأله عن حاله فقال له إنّني افتقدت عدلًا من أعدالك وإنّي لا أعلم سبب فقده ولا أشكّ في تهمتك إيّاي وقد وطّنت نفسي على غرامتي لك العدل,ولم يزل كذلك حتّى وافاه رفيقه وهو مغتمّ فسأله عن حاله فقال أنّي افتقدت عدلًا من أعدالك ولا أشكّ في تهمتك إيّاي وإنّي قد وطّنت نفسي على غرمه لك,فلم يزل كذلك إلى أن وافاه رفيقه وهو مغتمّ فسأله عن حاله فقال إنّي فقدت عدلًا من أعدالك ولست بآمن من تهمتك إيّاي وقد ظننت نفسي على غرمه لك,*** وهو مقيم فسأله عن حاله فقال إنّي افتقدت عدلًا من أعدالك ولا أعلم سببه,,,,,,,
126,6b5d8f68-eac9-442e-b211-e028f7257cc7,The Merchant Admits Treachery,فقال له يا أخي لا تغتمّ فإنّ الخيانة شرّ ما عملها الإنسان والمكر والخديعة لا يؤدّيان إلى خير وصاحبهما مغرور أبدًا وما عاد وبال البغي إلاّ على صاحبه وأنا أحد من مكر وخدع واحتال,فقال له لا تغتمّ يا أخي فإنّ الخيانة أشرّ ما عملها الإنسان والمكر والخديعة لا يؤدّيان إلى خير وصاحبهما مغرورًا أبدًا وما عاد وبال البغي إلّا على أهله وإنّي أنا الذي فعلت هذا بمكر وخديعة واحتيال,قال له لا تغتمّ يا أخي فإنّ الخيانة شرّ ما عملها الإنسان والمكر والخديعة ولا يؤدّيان إلى خير وصاحبهما مغرور أبدًا وما عاد وبال البغي إلّا علي صاحبه وأنا أجد من مكر وخدع واحتال,فقال له لا تغتمّ يا أخي فإنّ الخيانة أشرّ ما صنع الإنسان والباغي ربّما عاد وبال بغيه عليه,فقال صاحب الجريمة يا أخي قرّ عينًا فإنّ الخيانة شرّ ما استعملها الإنسان والمكر والخديعة لا يؤدّيان بصاحبهما إلى خير وربّما عاد وبال البغي على صاحبه وأنا ممّن مكر واحتال وخادع ولم يصب طائلًا,فقال له يا أخي لا تغتمّ فإنّ الخيانة أشرّ ما استعمله الإنسان والمكر والحيلة لا يحيطان إلّا بأهليهما وصاحبهما المغرور بما عاد عليه من وبال البغي لأنّ البغي له مصرف وإنّني أنا بعض من مكر بك وخادع,فقال لا تغتمّ يا أخي فإنّ الخيانة أشرّ ما استعملها الناس والخيانة لا تؤدّي إلى خير وصاحبها هو المغرور وربّما عاد وبالها على صاحبها فإنّي قصدت أن أمكر فعاد ذلك عليّ,قال لا تهتمّ ولا تغتمّ يا أخي فإنّ الخيانة شرّ عمل الناس بينهم والخائن هو المغرور ووبال الخيانة عائد إلى الخائن فإنّي ممّن قصد ذلك ورجع المكر على نفسي,فقال لا تغتمّ يا أخي فإنّ الخيانة لا تؤدي إلّا الى الأخطر وصاحبها المغرور وربّما عاد وبالها على صاحبها فإنّي ما أجد من مكر وخدع عاد ذلك عليه,,,,,,,
127,d2d371ea-75c8-4822-9cdf-e2981ed6d989,The Merchant Explains Events upon Request,فقال له صاحبه وكيف كان ذلك فأخبره خبره وقصّ عليه قصّته,فقال له صاحبه وكيف كان ذلك فأخبره بأمره وقصّ عليه قصّته,قال له رفيقه وكيف كان ذلك فأخبره بأمره وقصّ عليه قصّته,قال له وكيف ذلك فأخبره وقصّ عليه الواقعة وكيف أخذ العدل وما لقي فيه من الجهد والخوف,فقال له رفيقه وكيف ذلك فأخبره بالأمر وقصّ عليه القصّة وكيف أخذ العدل وما لقي من الجهد وما حلّ به من الرعب,فقال رفيقه وكيف ذلك فأخبره بالأمر الذي توقّع معاه وقصّ له قصّته وقرّ بذنبه وكيف أخذ العدل وما لقي فيه من الجهد والنصب والرعب وبعد هذا كانت سرقتي لمالي,قال رفيقه وكيف كان ذلك فأخبره بأمره وقصّ عليه قصّته وكيف كان أخذه للعدل وما قاساه فيه من الجهد والفزع,فقال صاحبه وكيف كان ذلك فقصّ عليه القصّة وعرض عليه الحال من أوّله إلى آخره وشرح له ما ناله من الجهد والتعب,قال رفيقه وكيف كان ذلك فأخبره *بأمره وقصّ عليه قصّته,,,,,,,
128,85eb70e3-e9fa-4658-bfbf-d048f8c0e2d5,The Partner's Parable about the Thief,فقال له رفيقه ما مثلك إلاّ مثل اللصّ والتاجر فقال له وكيف كان ذلك,فقال لرفيقه ما مثلك إلاّ مثل اللصّ والتاجر قال كيف كان ذلك (حكاية),فقال له رفيقه وكيف كان ما مثلك مثل اللصّ والتاجر قال وكيف كان ذلك,فقال له رفيقه ما أشبه ما نالك إلّا بما نال اللصّ من التاجر قال له وكيف كان قال,فقال له رفيقه ما أشبه ما نالك بما نال اللصّ والتاجر قال وكيف كان ذلك,فقال له رفيقه ما أشبه ما نالك مثلما نال اللصّ من التاجر قال له وكيف ذلك,فقال رفيقه ما أشبه ما نالك بما نال اللصّ والتاجر قال رفيقه وكيف كان ذلك,قال رفيقه إنّ شبيه ما نالك ما نال اللصّ مع التاجر قال رفيقه وكيف كان ذلك,فقال رفيقه ما أشبه ما نالك بما نال اللصّ من التاجر قال وكيف كان ذلك,,,,,,,
129,53186008-ceb5-4941-9ee7-a08b43eaab4d,The Thief Who Mistakes Grain for Gold,قال زعموا أنّ تاجرًا كان له في منزله خابيتان إحداهما مملوءة حنطة والأخرى مملوءة ذهبًا,زعموا أنّه كان تاجرًا له في منزله خابيتان أحدهما مملوءة ذهبًا والأخرى مملوءة حنطة,قال زعموا أنّه كان تاجرًا له في منزله خابيتان أحدهما مملوءة حنطة والأخرى مملوءة ذهبًا,زعموا أنّه كان تاجرًا وله في حانوته خابيتان واحدة مملوءة ورقًا والأخرى مملوءة برًّا,قال زعموا أنّ لصًّا جاور لتاجر كان في حانوته جرّتان أحدهما مملوءة ورقًا والأخرى برًّا,قال له زعموا أنّه كان تاجرًا وفي حانوته خابيتان أحدهما مملوء ورقًا والآخر مملوء برًّا,قال زعموا أنّ تاجرًا كان له في حانوته خابيتان إحداهما مملوءة ورقًا والأخرى مملوءة برًّا,قال زعموا أنّ تاجرًا كان له خابيتان أحداهما مملوءة ورِقًا والآخرة برًّا,قال زعموا أنّ تاجرًا كان له في حانوته خابيتان أحدهما مملؤة ورِقًا والأخرى برًّا,,,,,,,
130,59058b2b-5455-4592-8cf8-8b1fded21c12,The Thief Eyes Jar,فترقّبه بعض اللصوص زمانًا حتّى إذا كان بعض الأيّام تشاغل التاجر من المنزل فأغفله اللصّ ودخل المنزل وكمن في بعض نواحيه,فرقبه بعض اللصوص زمانًا حتى أنّ التاجر تشاغل في بعض الأيّام عن الدكّان في شغله فاغتفله اللصّ ودخل الحانوت فكمن في بعض نواحيه,فترقّبه بعض اللصوص زمانًا حتّى إذا كان في بعض الأيّام تشاغل التاجر عن المنزل في بعض اشتغاله فاعتقله اللصّ ودخل المنزل وكمِن في بعض نواحيه,فترقّبهما لصّ زمانًا وفي بعض الأيّام تشاغل التاجر في بعض أشغاله فجاء اللصّ للحانوت وكمن في بعض نواحيه فلمّا خرج التاجر لمهمّاته,فترقّب غفلة التاجر فلمّا أمكنه ذلك وتمكّن من الحانوت,فترقّبه اللصّ زمانًا طويلًا حتّى أحكمته الفرصة أنّ التاجر فتشاغل في بعض الأيّام مع الناس في الأخذ والعطاء فجاء اللصّ ودخل حانوته *وكمن في بعض نواحيه فلمّا خرج التا <جر> لبعض مهمّاته,فترقّبها <لصّ> زمانًا حتّى إذا كان في الأيّام اشتغل التاجر في بعض أشغاله فاغتفله اللصّ ودخل الحانوت,ففطن به لصّ وترقّب غيبة التاجر مدّة طويلة إلى أن اشتغل التاجر في يعض الأيّام بشغل أشغله عن تفقّد حانوته فبادر اللصّ إلى فتح الحانوت,فترقّبها لصّ زمانًا حتّى إذا كان في بعض الأيّام اشتغل التاجر في بعض أشغاله فدخل اللصّ الحانوت,,,,,,,
131,9724eb26-4d44-4e74-b44f-6281ece3e723,The Thief Takes the Grain,فلمّا همّ بأخذ الخابية التي فيها الدنانير أخذ التي فيها الحنطة وظنّها التي فيها الذهب ولم يزل في كدّ وتعب حتّى أتى منزله فلمّا فتحها وعلم ما فيها ندم,فلمّا همّ بأخذ الخابية الذي فيها الدنانير أخذ الذي فيها الحنطة فحملها ولم يزل في كدّ وتعب حتّى أتى بها منزله فلمّا فتحها وعلم ما فيها ندم كثيرًا,فلمّا همّ بأخذ التى فيها الدنانير أخذ التي فيها الحنطة فاحتملها ولم يزل في كدّ وتعب حتّى أتى بها منزله فلمّا فتحها وعلم ما فيها ندم,خرج اللصّ من مكمنه ليحمل الخابية التي فيها الورق فغلط وتناول التي فيها البرّ ولم يزل في كدّ وتعب حتّى صار إلى منزله فلمّا فتح الخابية *ورأى ما فيها ندم حيث لا ينفعه,قصد جرّة الورق فغلط وأخذ الذي فيها البرّ واحتملها ولم يزل في جهد ونصب حتّى صار بها إلى منزله ففتح الجرّة فرأى البرّ فندم حيث لا ينفعه الندم,خرج اللصّ من مكمنه ليحمل الخابية التي فيها الورق فغلط فحمل الخابية التي فيها البرّ ولم يزل في كلّ وتعب حتّى وصل إلى منزله ففتح الخابية وعلم ما فيها فندم حيث لا ينفعه الندم,وأتى ليأخذ الخابية التي فيها الورِق فغلط فحمل التي فيها البرّ ولم يزل في كدّ وتعب حتّى بلغ منزله فلمّا فتحها وعلم ما فيها ندم,واقتلع الخابية وحملها وظنّ أنّها خابية الورِق ولم يزل في كدّ وتعب إلى أن بلغ منزله فلمّا فتحها وجدها خابية البرّ فواقعه الندم,وأتى ليحمل الخابية التي فيها الورِق فغلط الخابية التي فيها البرّ فلم يزل في كدّ وتعب حتّى بلغ فلمّا فتحها وجدها حنطة,,,,,,,
132,75cddba2-7a8d-4b30-b5d7-0ce686406e7e,The Merchant Forfeits Trust,قال له الخائن ما أبعدت المثل ولا تجاوزت القياس وقد اعترفت بذنبي وخطائي عليك وعزيز عليّ أن يكون هذا كهذا غير أنّ النفس الرديئة تأمر بالفحشاء فقبل الرجل معذرته وأضرب عن توبيخه وعن الثقة به وندم هو عند ما عاين من سوء فعله وتقديم جهله,فقال له الخائن ما أبعد المثل وتجاوزت *القياس وقد اعترفت بذنبي وخطائي عليك وعذرًا عليّ إن كان هذا هكذا غير أنّ النفس الرديئة تأمر بالفحشاء فقبل الرجل عذره وأضرب عن توبيخه ولم يغيّر الثقة به وندم عندما عاين من سوء فعله وتقديم جهله,فقال له الخائن ما أبعدت الشكّ ولا تجاوزت القياس وقد اعترفت بذنبي وخطائي عليك غير أنّ النفس الرديئة تأمر بالفحشاء وقبل الرجل معذرته وأضرب عن توبيخه وعن الثقة به وندم هو عندما عاين من سوء فعله وتقديم جهله,فقال له رفيقه الخائن والله ما أبعدت المثل ولا تجاوزت القياس وقد اعترفت بذنبي وخطائي عليك غير أنّ النفس الرديئة تأمرنا هكذا بالفحشاء فقبل الرجل معذرته وأضرب عن توبيخه وندم الخائن عندما عاين من سوء فعله,فقال له رفيقه الخائن قد ضربت لي مثلًا موافقًا ولم تجاوز فيه القياس وإنّي معترف بذنبي ومستغفر من خطئي فإنّ النفس تأمر بالفحشاء,فقال له رفيقه الخائن والله ما أبعدت في المثل ولا تجاوزت القياس وقد اعترفت بذنبي وخطائي معك وإنّ النفس الرديئة تأمر صاحبها بالفحشاء فقبل شريكه عذره وقد أعرض عن توبيخه,فقال له الخائن ما أبعدت المثل ولا تجاوزت القياس وقد عرفت بذنبي وخطائي عليك ويعزّ عليّ غير أنّ النفس الرديئة تأمر بالفحشاء فقبل الرجل معذرته وضرب عن توبيخه وعن الثقة به,قال ما بعدت المثل منّي غير أنّ النفس أمّارة بالسوء وإنّي لمستغفر لديك وداخل في تجاوز خطاء عليك فقبل الرجل معذرته ورجع عن توبيخه واحتذر,فقال الخائن أمّا بعد المثل ولا تجاوزت القياس وقد اعترفت بذنبي وخطائي عليك !ويصر عليّ غير النفس الرديئة تأمر بالفحشاء فقبل رفيقه عذره وأصرف عن توبيخه وعن الثقة به,,,,,,,
133,321faa79-b435-4944-9689-2fdc27bc8103,The Reader Should Examine the Parables Carefully,وقد ينبغي للنّاظر في كتابنا هذا أن لا تكون غايته التصفّح لتزاويقه بل <يتشرّف> على ما يتضمّن الأمثال حتّى يأتي على آخره,وقد ينبغي للعاقل الناظر في كتابنا أن لا يجعل غايته فيه التصفّح لورقه بل يتشرّف على ما تضمّن من ضرب الأمثال حتّى يأتي على آخره,وقد ينبغي للناظر في كتابنا هذا أنّ لا يجعل غايته التصفّح لتزاويقه بل يتشرّف على ما تضمّن من الأمثال حتّى يأتي على آخره,وقد ينبغي للناظر في كتابنا هذا أن يجعل غايته التصفّح لتزويقه والإشراف على {ما} تضمّن من أمثاله حتّى يأتي على آخره,وقد ينبغي للناظر في كتابنا هذا أن لا يجعل غاية حظّه وجلّ قصده تصحّفه *لرونق ظاهره *والاستشراف على ما تضمّن من أمثاله حتّى يأتي على آخره,فينبغي للناظر في كتابنا هذا أن يجعل غاية التفحّص على معاني أمثاله حتّى يعي ما فيه ويتدبّره لينال فائدته,وقد ينبغي للناظر أن لا يجعل غايته التصفّح لتزويقه والإسراف على ما تضمّن من أمثاله حتّى يأتي على آخره,وينبغي للناظر في هذا الكتاب أن لا يجعل النظر لقصد تزاويقه ولا يتصفّح أوراقه لينظر إلى أشكاله ?وتذاويقه,وينبغي للناظر في هذا الكتاب أن لا يجعل غايته التصفّح ليرتقيه والإشراف عليها تضمّن من أمثاله حتّى يأتي إلى آخره,,,,,,,
134,9952ceef-aa34-47f8-ab67-cf4629de6e2e,The Reader Should Discern the Aim,ويقف عند كلّ مثل وكلمة فيعمل فيها رويّته,ويقف عند كلّ مثل وكلمة,ويقف عند كلّ مثل وكلمة ويعمل فيها رويّته,ويقف عند كلّ مثل منه وكلمة فيعمل رويّته في معناها ويعرف فحواها والغرض الذي أريد به,بل يقف عند كلّ مثل وكلمة فيعمل رويّته في معناها ويعرف فحواها والغرض الذي أُريد به ليقف بفكره على معاني لطيفة [وا] وأسرار شريفة,ويقف عند كلّ مثل ويقلّب روايات معناها ليتملّى بفحواها ويمحّص فكره ويروّق ذهنه ويكتال في لطائف معانيه وأسراره الخفيّة فإن فعل ذلك,بل يقف عند كلّ مثل منه وكلمة يعرف معناها ليعرف فحواه والغرض الذي أريد به فإنّه يُشرف به الفكر على معاني لطيفة,بل يجب عليه أن يبحث في حكمته وإشاراته ليعرف نحو كلامه وما أُريد به من الغرض فإنّه إن اعتمد ذلك أوصله الفكر فيه إلى معاني لطيفة,بل يقف عند كلّ شئّ وكلّ كلمة فيعلم معانيها ويعرف فحواها والغرض الذي أريد به فإنّه يشرف به الفكر على معان لطيفة وأسرار شريفة,,,,,,,
135,8c8d3202-0d09-4ae3-809d-39143fc36d3e,Two Brothers Waste Bequeathed Wealth,ويكون مثله كالإخوة الثلاثة الذين خلّف لهم أبوهم المال الكثير فتنازعوا بينهم فأمّا الاثنان الكبيران فإنّهما أسرعا في إتلافه وإنفاقه في غير وجهه,ويكون كالإخوة الثلاثة الذي خلّف لهم أبوهم المال الكثير فتنازعوا بينهم فأمّا الكبيران فإنّهما قد أسرفا في *إتلافه وإنفاقه في غير وجهه,ويكون كالإخوة الثلاثة الذين خلف لهم أبوهم المال الكثير فتنازعوه بينهم فأمّا الاثنان فإنّهما أسرعا في إتلافه وإنفاقه في غير وجهه,فيكون مثله في ذلك مثل الإخوان الثلاثة اللذين خلّف لهم أبوهم المال الكثير فتنازعوا فيما بينهم فأمّا الكبيران فإنّهما أسرعا في تلف المال وإنفاقه في غير وجهه,فيكون مثله في ذلك مثل الأخوة الثلاثة الذين خلّفهم أبوهم وخلّف المال الكثير فتنازعوا فأمّا الكبيران فإنّهما أسرعا في تلف المال وإنفاقه في غير وجهه وأمّا,يكون مثاله كمثل الإخوان الثلاثة زعموا أنّ رجل توفّي وخلّف ثلاثة أولاد ذكور وخلّف من المال ثلاثين ألف كيس فكلاّ أخذ نصيبه من إرث والده فأمّا الكبير كان متعلّق على شرب المنكر والأوسط كان متعلّق على محبّة الصغار لا زال في غفلتهما حتّى ذهب كلّ ما بأيديهما,,,فيكون في ذلك مثل الأخوان الذين خلّف لهم أبوهم المال الكثير فتنازعوا بينهم فأمّا الكبيران فإنّهما أسرعا في تلف المال وإنفاقه في غير وجهه,,,,,,,
136,75802fc4-1e0b-4c97-a136-08ce5735e925,The Youngest Brother Weighs the Situation,وأمّا الصغير فإنّه عندما نظر ما صار إليه أخواه من إسرافهما وتخلّيهما من المال أقبل على نفسه يشاورها,وأمّا الصغير فإنّه عندما نظر إلى ما صار أخواه إليه من إسرافهما وضياع المال أقبل على نفسها يشاورها وفكّر في سوء تصرّف الإخوان,وأمّا الصغير فإنّه عندما نظر إلى ما صار إليه أخواه من إسرافهما وتخلّيهما من المال أقبل على نفسه يشاورها وتفكّر في سر تصرّف الأحوال,وأمّا الأصغر عندما نظر ما صار إليه أمرهما من إسرافهم وتضييع مال أبيهما أقبل على نفسه يشاورها ولم يفكّر في سوء تصرّف الإخوان,الأصغر فإنّه عندما نظر ما صار إليه أمرهما وما صار إليه أخوته من إسرافهما وتخلّيهما من مال أبيهما أقبل على نفسه *يأمرها ويشاورها فلم يفكّر في سوء تصرّف الأموال,وأمّا الصغير كان دأبه البيع والشراء والمتاجر والأخذ والعطاء والشراكات فلمّا نظر ما جرى على إخواته من إسرافهما وذهاب أموالهما أقبل على نفسه يشاورها ويأمرها بفعل المعروف,,,وأمّا الأصغر فأنظر عندما صار إليه أخواه من الإسراف أقبل على نفسه يؤمرها ويشاورها,,,,,,,
137,367a2e0d-fa04-4073-a9c5-cc816869c635,The Youngest Reflects on Wealth,وقال يا نفس إنّما المال يطلبه صاحبه †ويجمعه من كلّ وجه لبقاء حاله وصلاح معاشه ودنياه وشرف منزلته في أعين الناس واستغنائه عمّا في أيديهم وصرفه في وجهه من صلة الرحم والإنفاق على الولد والإفضال على الإخوان إذ لم يتولّده,فقال يا نفس إنّما المال يطلبه صاحبه ويجمعه من كلّ وجه لبقاء حاله وصلاح دنياه وشرف منزلته في أعين الناس واستغنائه عمّا في أيديهم وصرفه في وجهه من صلة الرحم والإنفاق على الولد والإفضال على الإخوان إذ لم يبق لدة,وقال يا نفس إنّما المال يطلبه صاحبه ويجمعه من كلّ وجه لبقاء حاله وصلاح دنياه وشرف منزلته في أعين الناس واستغنائه عمّا في أيديهم وصرفه في وجهه من صلة الرحم والإنفاق على الولد والإفضال على الإخوان إذا لم يكن لدة,وقال يا نفس إنّما المال يطلبه صاحبه ويجمعه من كلّ وجه لبقاء حاله وصلاح دنياه وشرف المنزلة في أعين الناس والاستغناء عمّا في يديهم وصرفه في وجوهه من صلة الرحم والإنفاق عليهم وعلى الولد والإفضال على الإخوان,وقال يا نفس إنّما المال يطلبه صاحبه ويجمعه من كلّ وجه لبقاء حاله وصلاح دنياه وشرف المنزلة في أعين الناس والاستغناء به عمّا في أيديهم وصرفه في وجوهه من صلة الرحم والإنفاق على الولد والإفضال على الإخوان,ثمّ قال لها أيّتها النفس إنّما المال يجنيه الجاني لابتذال الدنيا وفعل الخير لآخرته وشرف المنزلة والاستغناء عمّا في أيدي الناس ويصرف منه في وجوه البرّ ما يصلح به آخرته وأي برّ أحسن من صلة الرحم والإنفاق عليهم,,,وقال يا نفس إنّ المال إنّما يجمعه صاحبه من كلّ وجه لبقاء حاله وصلاحه وشرف المنزلة بين الناس والاستغناء به عن فضل ما في أيدي الناس وصرفه عن وجوهه من صلة الرحم والإنفاق على الولد والفضل على الإخوان,,,,,,,
138,3a7e2e97-9d16-4c36-87c5-a29d6051b882,Allocating Wealth Poorly is Poverty,فمن كان له مال ولا ينفقه في حقوقه كالذي يعدّ فقيرًا وإن كان موسرًا,لمن كان ذا مال ولم ينفقه في حقوقه كالذي يعدّ فقيرًا وإن كان موسرًا,ممّن كان له مال *** كالذي يُعدّ فقيرًا وإن كان موسرًا,ومن كان له مال ولم ينفقه في حقوقه كان فقيرًا وإن كان موسرًا,فمن كان له مال ولم ينفقه في حقوقه كان كالذي يُعدّ فقيرًا وإن كان موسرًا,وأمّا الجاني إذا جمع وما التذّ في شيء من دنياه وآخرته فيكون حاله كالمعسر ولا فرق بينه وبين *الموسر والأعزب إنّه يتحاسب على القير والقطمير,,,فمن كان له مال ولم ينفقه في حقوقه كان *كالذي يعدّ فقيرًا وإن كان *موسرًا,,,,,,,
139,2afe9995-5b18-4dd3-a5e2-1ab7c90f4b2d,A Wealth Well Spent Brings Praise,وإن هو أحسن إمساكه والقيام عليه لم يعدم الأمرين جميعًا من دنيا تبقي عليه وحمد انضاف إليه,وإن هو أحسن إمساكه والقيام عليه لم يعدم الأمرين جميعًا في دنيا تضاف إليه وحمد يبقى عليه,وإن هو أحسن إمساكه والقيام عليه لم يعدم الأمرين جميعًا في دنيا تضاف إليه وحمدًا يبقى عليه,وإن هو أحسن إمساكه والقيام عليه لم يعدم الأمرين جميعًا من ذنبًا يبقى عليه بإنفاقه وحمدًا يُثاب عليه,وإن أحسن إمساكه والقيام عليه لم يعدم الأمرين جميعًا من دنياه تبقى عليه بإنفاقه وحمدًا يضاف إليه,,,,وإن هو أحسن إمساكه مع القيام عليه لم يعدم الأمرين جميعًا أمّا من دين يبقى عليه أو حمدًا يضاف إليه,,,,,,,
140,cf075ff1-5a67-4d1f-8a22-87311c01dc56,False Spending Brings Regret,ومتى قصد بإنفاقه على الوجوه التى حدّت لم يلبث أن يتلفه ويبقى عليه حسرة عظيمة,ومتى قصد بإنفاقه غير الوجوه التي حدثت لم يلبث أن يتلفه وتبقى عليه حسرة وندامة,ومتى قصد بإنفاقه غير الوجوه التي حدثت له لم يلبث ويبقى عليه حسرة وندامة,,ومتى قصد بإنفاقه غير الوجه المذكور لم يعدم أن يتلفه ويبقى عليه حسرة وندامة,ويبقى يوم القيامة واقع بالحسرة والندامة,,,ومتى قصد بإنفاقه غير الوجوه التي عُدّت له لم يعدم أن يتلفه ويبقى عليه حسرة وندامة,,,,,,,
