unit_order,unit_id,unit_title,Met-1981.373,L4044,P5881,L8751,P3471,P3465,P3466,CCCP578,R3655,JBE-Hebrew,R2536,VAF298
313,2d281805-fe52-4e7d-a350-33c052aae58a,The Crow and the Snake Parable,أولم يبلغْك أنّ غرابًا أهلك أسودًا,ألم يبلغك أنّ غرابًا احتال على الأسود حتّى قتله,أو لم يبلغك أنّ غرابًا كان له وكر في شجرة وأسود قربه وأنّه احتال للأسود حتّى قتله واستراح منه,أو لم يبلغك أنّ غرابًا احتال لأسود حتّى قتله برقعه ورأيه,أولم يبلغك أنّ غرابًا قتل الأسود بحيلة من دهائه,,,أو لم يبلغك أنّ غرابًا صغيرًاضعيفًا احتال للأسد حتّى قتله,أولم يبلغك أنّ غرابًا ضعيفًا احتال للأسود حتّى قتله,,,
314,be7a187f-5059-46b9-b425-a64ca7ca1ab1,Kalila Asks for the Story,قال له كليلة وكيف كان ذلك,قال كليلة وكيف كان ذلك,قال كليلة وكيف كان ذلك,قال كليلة وكيف كان ذلك,فقال كليلة وكيف ذلك,,,قال كليلة وكيف كان ذلك,قال كليلة وكيف كان ذلك,,,
315,ee5c4f01-e70f-423f-a7be-4cb198463e93,The Crow's Predicament,قال دمنة ذكروا أنّ غرابًا كان له وكر في جبل وكان بقربه أسود سالح في جحر فكلّما فرّخ ذلك الغراب أكل الأسود فراخه,قال دمنة زعموا أنّ غرابًا كان له وكر في شجرة في جبل وكان قربه جحر فيه أسود فكان إذا فرّخ الغراب ذهب الأسود إلى وكره فأخذ فراخه فأكلها,قال دمنة زعموا أنّه كان غراب وكان له وكرٌ في شجرة وكان جبلًا في قربها فيه حجر أسود وكان كلّما فرخ الغراب خرج إليه فأكل فراخه,قال دمنة زعموا أنّ غرابًا كان له وكر في شجرة في الجبل فكان إذا فرّخ الغراب كلّ سنة ذهب الأسود بفراخه إلى وكره فأكل فراخه,فقال زعموا أنّه كان غراب له وكر في شجرة في جبل قربها جحر أسود فكان كلما فرّخ الغراب أكل الأسود أفراخه فاشتدّ ذلك عليه,,,قال دمنة زعموا أنّه كان وكر غراب في شجرة في جبل وكان قربه جحرًا للأسود وكان إذا فرّخ الغراب عمد الأسود إلى فراخه,قال دمنة كان غراب في شجرة في الجبل وكان قربه جحر أسود وكان إذا فرّخ الغراب كلّ سنة ذهب الأسود إلى فراخه فأكلها في وكره,,قال كليلة زعموا أنّ كان غراب له وكر في شجرة في جبل وكان فوقه جحر أسود فكان كلّما أفرخ الغراب أكل الأسود فراخه,
316,5c140519-6219-4491-8efc-cf779e46ffd3,The Crow Seeks Counsel,فاشتدّ عليه ذلك فشكا إلى صديق له من بنات آوى وقال له إنّي أريد أن أمضي إلى الأسود فأنقر عينيه وهو نائم فلعلّي أن أفقأهما,فلمّا فعل ذلك مرّات وبلغ من الغراب كلّ مبلغ شكا ذلك إلى صديق له من بنات آوى فقال أردت أن أستأمرك في شيء هممت به إن أنت واطأتني عليه قال وما ذلك قال أريد أن آتي الأسود وهو نائم فأنقر عينيه لعلّي أفقأهما,فاشتدّ ذلك عليه وبلغ منه مبلغًا عظيمًا فشكى ذلك إلى صديق له من بنات آوى وقال له إنّي أريد أن أذهب إليه فأنقر عينيه إن أنت طاوعتني عليه,فلمّا فعل ذلك مرّات وبلغ من الغراب كلّ مبلغ شكّي ذلك إلى صديق له من بنات آوى وقال إنّي أستشيرك في شيء هممت به فإن رأيته فواطئني عليه فقال وما هو قال إنّي أريد أن آتي الأسود فأنقر عينه وهو نائم فأفقأها,فشكا أمره إلى صديقه من بنات آوى وقال إنّي أريد أذهب إلى الأسود فأنقر عينيه لعلّي أفقرهما إن أنت طاوعتني على ذلك,,,فلمّا فعل ذلك مرارًا شقّ على الغراب وبلغ منه مبلغًا فشكا ذلك إلى صديق له من بنات آوى وقال له أردت أن أستشيرك في شيء هممت به إن أنت أوطأتني عليه فعلت قال وما ذلك قال هممت أن أذهب إلى هذا الأسود وهو نائم فأنقر عينيه لعلّي أن أقتلعهما,فلمّا فعل ذلك مرّات شكا إلى صديق له من بنات آوى وقال أردت أن أستشيرك وأستأذنك في أمر هممت به إن رأيته لي ووافقتني عليه قال وما ذلك قال أذهب إلى هذا الأسود وهو نائم فأنقر عينيه حتّى أفقأهما,,فاشتدّ ذلك عليه فشكاه إلى صديق له من بنات آوى وقال له إنّي أريد أن أمضي إلى الأسود فأنقر عينيه وهو نائم فلعلّي أفقأها إن أنت أوطأتني على ذلك,
317,8f913000-1d35-4859-b77f-2dcac41a580e,The Jackal's Warning,فقال له صديقه بئست الحيلة التي هممت بها فالتمسْ أمرًا تصيب فيه نجاحك ولا يصلْ إليك منه مكروه,قال ابن آوى ليست الحيلة هذه والتمس حيلة تظفر بها من الأسود في غير الهلاك لنفسك بغير مخاطرة,فقال له صديقه بئس الحيلة التي هممت بها فإنّ هذا خطر لا فائدة فيه التمس أمرًا تصب منه حاجتك فلا يصل إليك منه مكروه,قال ابن آوى بئس الحيلة احتلت فالتمس حيلة تظفر بها من الأسود في غير إهلاك لنفسك ولا مخاطرة,فقال له بئس الرأي رأيت فدع هذا والتمس أمرًا تصيب به حاجتك ولا يصل إليك مكروه,,,قال ابن آوى بئس الحيلة احتلت التمس أمرًا تصيب فيه ما أصبت في غير إهلاك لنفسك ولا مخاطرة بها,قال ابن آوى بئست الحيلة احتلت فالتمس أمرًا تصيب فيه ما تصيب من الأسود من غير إهلاكك لنفسك ولا مخاطرة,,فقال له صديقه ليست الحيلة التي هممت بها فالتمس أمرًا تصب به حاجتك ولا يصل مكروه إليك,
318,324523bb-98f8-471a-911d-711bb0793c09,The Heron and the Crab Parable,وإيّاك أن يكون مثلك مثل العلجوم أي البجاع الذي أراد قتل السرطان ...,وإيّاك أن يكون مثلك مثل المكّاء الذي أراد قتل السرطان فقتل نفسه,وإيّاك أن يكون مثلك في ذلك مثل العلجوم الذي أراد قتل السرطان فأهلك نفسه ولم يظفر به,وإيّاك أن يكون مثلك مثل المكّاء الذي أراد قتل السرطان فقتل نفسه,وإياّك أن يكون مثلك مثل العجلوم الذي أراد قتل السرطان فقتل نفسه,,,وإيّاك أن يكون مثلك مثل العلجوم الذي أراد قتل السرطان فقتل نفسه,وإيّاك أن تكون مثل العلجوم الذي أراد قتل السرطان فقتل نفسه,,وإيّاك أن يكون مثلك مثل العلجوم الذي أراد قتل السرطان فأهلك نفسه,
319,5ec16e8f-9e6a-4598-acda-9c73ef87a6e3,The Crow Asks for the Story,,قال الغراب وكيف كان ذلك,قال له الغراب وكيف كان ذلك,قال الغراب فكيف كان ذلك,فقال وكيف كان ذلك,,,قال الغراب وكيف كان ذلك,قال الغراب وكيف كان ذلك,,قال الغراب وكيف كان ذلك,
320,e7e700a4-607e-4fd3-b5ce-1be177d66807,The Old Heron's Dilemma,,قال ابن آوى كان المكّاء معشعشًا في أجمة مخصبة كثيرة السمك فعاش هنالك ما عاش ثمّ هرم فلم يستطع صيدًا فأصابه جهد وجوع,قال زعموا أنّ علجومًا كان يعيش في [[شجرة]] أجمّةٍ كثيرة السمك واسعة كثيرة الخير فعاش فيها ما شاء الله تعالى ثمّ إنّه هرم وضعف عن صيدهم فأصابه الجوع والجهد الشديد,قال ابن آوى كان المكّاء الذي أراد قتل السرطان معشّشًا في أجمة مخصّبة كثيرة السمك فعاش هنالك ما عاش ثمّ هرم فلم يستطيع الصيد فأصابه جوع شديد وجهد,قال كان عجلوم في أجمة متعيّش وفيها سمك كثير فهرم وضعف ولم يقدر على صيد السمك,,,قال ابن آوى كان علجومًا معشّشًا في أجمة مخصبة كثيرة السمك فعاش هنالك ما عاش ثمّ هرم ولم يستطع الصيد وأصابه جوع وجهد,قال ابن آوى كان علجوم متعشّشًا في أجمة مخصبة كثيرة السمك فلمّا هرم لم يستطع الصيدالسمك,,قال ابن آوى زعموا أنّ علجومًا كان معشّشًا في أجمة مخصبة كثيرة السمك فهرم وكبر فلم يستطع الصيد وجاع,
321,4020978d-be20-4719-a5b1-187162a29c01,The Crab Approaches the Heron,,فالتمس الحيل فقعد {متحزّنًا} ذات يوم فرآه السرطان من بعيد فلمّا رأى حاله وعرف الحزن فيه دنا منه,فالتمس الحيلة لهنّ واهتمّ لذلك فصعد فوق الجبل فرآه سرطان فعرف ما به,فالتمس الجبل فرآه سرطانًا من بعيد فدنا منه,فالتمس الحيلة وتحازن واهتمّ فأتاه السرطان,,,فالتمس الحيل فقعد متحاديًا فرآه السرطان من بعيد فلمّا رأى حاله وضرّه دنا منه,فأصابته كآبة وحزن فقعد متحزّنًا فرآه سرطان فعرف الحزن في وجهه فدنا منه,,فالتمس الحيلة لهنّ فتحازن واغتمّ,
322,8eb0180f-0e7d-4312-b3e8-a8eb8ebea6b4,The Crab's Inquiry,,وقال إنّي أراك قد علتك كآبة,فأتى إليه وقال ما شأنك ومالي أراك كئيبًا حزينًا,فقال له مالي أراك قد علّتك كآبة,فقال ما لي أراك حزينًا مهمومًا,,,وقال ما لي أراك مكتئبًا حزينًا,وقال له أراك قد علتك كآبة,,فرآه سرطان من بعيد فعرف ما به فأتاه وقال له ما شأنك مهمومًا مكتئبًا,
323,43510d9a-7fe0-4ec3-99c6-507bc1e78cb0,The Heron Explains His Sadness,,قال المكّاء وكيف لا تعلوني كآبة وإنّما كانت معيشتي إلى اليوم أنّي كنت أصيد ممّا هاهنا في اليوم سمكة أو سمكتين فكنت أعيش بذلك وكان ذلك لا ينقص السمك شيئًا,قال له العلجوم [[ف]] وما يبعد ذاك عنّي فإنّي كانت معيشتي إنّي كنت أصيد ممّا هنا في كلّ يوم,قال المكّاء وكيف لا أكون كذلك وإنّما كانت معيشتي إلى اليوم ممّا كنت أصيد ممّا ها هنا من السمك كلّ يوم سمكة وسمكتين فكنت أعيش بذلك وكان ذلك لا ينقص السمك لأنّه كان كثيرًا,فقال أوما يغني ذلك عنّي وإنّما كانت معيشتي من السمك,,,فقال العلجوم وكيف لا أكتئب وإنّما كانت معيشتي إلى اليوم أنّني كنت أصيد ما ها هنا في اليوم السمكة والسمكتين وكان ينعشني ذلك ولا ينقصهنّ لكثرتهنّ,قال العلجوم وكيف لا تعلوني كآبة وإنّما كانت معيشتي إلى اليوم أنّي كنت أصيد من ها هنا سمكًا كثيرًا,,فقال ما بعد هذا حياة وإنّما كا [[ن]] نت معيشتي من السمك,
324,b369bc67-3f80-4dc8-877b-dbc7c23f985f,The Heron's Tale of Fishermen,,وإنّي رأيت اليوم صيّادان أتيا هذا المكان فقال أحدهما لصاحبه أرى هاهنا سمكًا كثيرًا أفلا نصيدهنّ فقال صاحبه إنّي قد عرفت فيما أمامنا مكانًا فيه سمك والرأي أن نبدأ بما ثمّ فإذا فرغنا منه انصرفنا إلى ما هاهنا,فلمّا كان اليوم رأيت صيّادين أتيا مكاننا هذا فقال أحدهما للآخر ألا نضرب على ما فيه من السمك قال له الآخر بل نمضي ثمّ نرجع إليهنّ ففعل ذلك بهنّ,وإني رأيت اليوم صيّادين أتيا هذا الموضع فقال أحدهما لصاحبه أرى ها هنا سمكًا كثيرًا أفلا نصيده بمرّه فقال صاحبه إنّي عرفت فيما أمامنا مكانًا فيه السمك أكثر فإن أحببت أن نبدأ به فإذا فزعنا انصرفنا إلى ما ها هنا فأقمنا عليه حتّى نفرغ منه,فلمّا كان اليوم رأيت صيّادين أتيا مكاننا هذا فقال أحدهما ألا تضرب على ما فيه من السمك مرّة واحدة فقال الآخر بل نمضي ونرجع إليهنّ ففعل ذلك,,,وإنّي رأيت اليوم صيّادين انتهيا إلى هذا المكان فقال أحدهما لصاحبه إنّ ها هنا سمكًا كثيرًا أفلا نصيده أوّلًا فأوّلًا فقال له إنّني قد رأيت أمامنا بمكان كذا وكذا سمكًا أكثر منه فلو قد فرغنا من هذا أقبلنا إلى ما ها هنا,وقد رأيت اليوم صيّادين أتيا هذا المكان فقال أحدهما لصاحبه أرى ها هنا سمكًا كثيرًا أفلا نصيده بمرّة واحدة فقال له صاحبه إنّي قد أعرف أمامنا مكانًا فيه سمك فإنّي أحبّ أن نبدأ به فإذا فرغنا منه أقبلنا إلى ها هنا,,فلمّا كان اليوم رأيت صيّادين مكاننا هذا فقال أحدهما لصاحبه ألا تضرب على ما ها هنا من السمك فقال له الآخر بل امض بنا إلى مكان قد عرفته وفيه سمك كثير فنبدأ به ثمّ نقبل إلى ها هنا فنفرغ منه,
325,dd6b9342-83cc-4fa8-9d65-0e2d35ab563d,The Feared Consequence,,وقد علمت أنّهما لو قد فرغا ممّا توجّها إليه انصرفا إلينا فلم يدعا في هذه الأجمة سمكة إلّا صاداها فإذا كان ذلك فهو يضرّني,فأنا أعرف وأتيقّن أنّهما لو قد فرغا من يومها له انصرفا إلى هذا المكان فلم يتركا منهنّ شيئًا فيكون في ذلك هلاكي وانقطاع مدّتي,وقد علمت أنّهما لو رجعا ممّا توجّها له انصرفا إلينا فلم يدعا في هذه الأجمة سمكة إلّا صاداها فإذا كان ذلك كذلك فهو موتي,وأنا أعلم أنّهما لو قد فرغا من الذي توجّها له انصرفا فلم يدعا سمكة واحدة وفي ذلك هلاكي وانقطاع مادّتي,,,وقد علمت أنّه لو قد فرغنا ممّا قد توجّها إليه انصرفا فلم يدعا في هذه الأجمّة سمكةً إلّا صادوها فإذا كان كذلك فهو موتي وذهاب معاشي,فقد علمت أنّهما إذا فرغا ممّا توجّها إليه قصدا هذه الأجمّة فلم يدعا فيها سمكة إلّا صاداها فإذا كان ذلك كذلك فهو موتي,,وأنا أعلم لو أنّهما قد فرغا ممّا توجّها إليه لم يبق منهنّ سمكة إلّا اصطاداها وذهبا بها وفي ذلك هلاكي وانقطاع مدّتي,
326,9ac6f9d1-0faa-4d66-8bff-831731da1ed6,The Crab Warns the Fish,,فانطلق السرطان إلى جماعة السمك فأخبرهنّ الخبر,قال فانطلق السرطان إلى جماعة السمك وأخبرهنّ بذلك,فانطلق السرطان إلى جماعة من السمك فأخبرهنّ,قال فانطلق السرطان إلى جماعة الحيتان فأخبرهنّ بقصّة العجلوم,,,فانطلق السرطان إلى جماعة السمك فأخبرهم بذلك,فانطلق السرطان إلى جماعة السمك فأخبرهنّ بذلك,,فانطلق السرطان إلى جميع السمك فأخبرهنّ بذلك,
327,77a4f1fd-b9d3-4478-86cb-275ed0c996fe,The Fish Seek Counsel,,فأقبلن إلى المكّاء فاستشرنه,فأتوا جميعًا إلى العلجوم,فأقبلن إلى المكاء يستشرنه,فأقبلن إليه وقلن له إنّا أتيناك لنشير عليك بما فيه صلاح ونجاة من الهلكة وإنّ صلاحك بنا أهون علينا من هلاكنا كلّنا فاحتل إلى خلاصنا من هذا الموضع إلى غيره فإنّ العاقل لا يدع مماكن عدوّه إذا كان ذا رأي في الأمور التي هو أخبر بها وليس لنا بالصيّاد من قوّة ولا طاقة فاحتل ببعض حيلك,,,فأقبلن إلى العلجوم مستبشرين له,فأقبلن إلى العلجوم,,فأقبل جماعة السمك إلى العلجوم,
328,8a152b84-839a-4812-9d54-547ce512e04d,A Plea for Advice,,وقلن إنّا أتيناك لتشير علينا فإنّ ذي العقل لا يدع استشارة عدوّه ذي الرأي في الأمر الذي يشركه في ضرّه ونفعه وأنت ذو الرأي ولك في بقائنا صلاح فأشر علينا,وقلن له إنّا قد أتيناك لتشير علينا برأيك فإنّ العاقل لا يدع مشاورة عدوّه إذا كان ذا رأي في الأمر الذي يلبس عليه,وقلن له إنّا جئناك نستشيرك فأشر علين فإنّ ذا العقل لا يدع مشاورة عدوّه إذا كان أراد في الأمر الذي يشتركان فيه نفعه وأنت ذو رأي ولك في بقائنا صلاحًا فأشر علينا,فقال قد عرفت مكانًا فيه ماء كثير وعشب غزير فقلن فانقلنا إليه,,,وقلن له إنّما أتيناك لتشير علينا فإنّ ذا العقل لا يدع استشارة عدوّه إذا كان ذا رأي في الأمور الذي يشركه في ضرّه ونفعه وأنت ذو رأي ولك في بقائنا صلاح فأشر علينا برأيك,يستشيرونه وقلن له أتيناك لتشير علينا فإنّ ذا العقل لا يدع استشارة عدوّه إذا كان ذا رأي في الأمر الذي تشركه فيه وأنت ذو رأي ولك في بقائنا صلاح فأشر علينا برأيك,,وقلن له أتيناك تشر علينا برأيك فإنّ العاقل لا يدع مشاورة عدوّه إذا كان ذا رأي في الأمر الذي يستعينه عليه ولك في بقائنا نفع وصلاح فأشر علينا برأيك,
329,89b07c0a-a788-45d0-b0a7-584e56d9e39b,The Heron's Deceptive Offer,,فقال أمّا مكايدة الصيّاد وقتاله فلا نطيقه ولا أعلم حيلة إلّا أنّي قد علمت بمكان غدير كثير الماء طيّب وفيه قصب وخصب فإن استطعتنّ التحوّل إلى ذلك المكان ففيه صلاحكنّ وخصبكنّ,فقال لهم العلجوم أمّا مكابرتهما فلسنا نقدر على شيء من ذلك لكنّي أعلم حيلة أعملها تكون فيها نجاتكم ونجاتي معكم قالوا وما ذاك قال لهم قد علمتم غدير كثير الماء واسع الفناء وبه خصب ونبات وخضرة فإن قدرتم على الانتقال إلى ذلك الغدير كان في ذلك صلاحكم,قال المكاء أمّا قتال الصيّاد ومكايدته فليس عندي ولا أعلم حيلة إلّا أنّي قد علمت,فقال وما عييت أن أقدر أن أحمل منكنّ أكثر من ثلاثة قلن فليس نبالي,,,قال العلجوم أمّا مكابرة الصيّاد وقتاله فليس عندنا ولا أعلم حيلة إلّا أنّني أعلم مكان †عيش كثير الماء طيّب فيه قصب وخير ورزق فلو شئتنّ الانتقال إلى ذلك الغدير كان فيه صلاحكنّ وخصبكنّ,قال العلجوم أمّا مكابرة الصيّاد وقتاله فلا أراه وليس ذلك عندنا ولا أعلم لكم حيلة إلّا أنّي قد علمت مكان غدير فيه قصب وماء كثير فلو استطعتنّ النقلة إلى ذلك الغدير كان فيه صلاحكنّ وخصبكنّ,,فقال لهنّ أمّا مكابرة الصيّادين فلسنا نطيقهما ولكن قد علمت مكانًا ذا عزلة وهو غدير كثير الماء والخير فإنّ شئتنّ فأنطلق بكنّ إليه,
330,c617afc9-cb27-4332-8856-8a1c3fb976de,The Fish Ask for Help,,قلن فمن يمنّ علينا بهذا غيرك,قالوا له فمنّ علينا بذلك وعجّل لنا به,,فكان يأخذ منهنّ كلّ يوم ثلاثة فيأكلهنّ على تلّ من التلال,,,فقلن ومن يمنّ علينا بهذا غيرك,قلن ومن يفخر يتفضّل بهذا علينا غيرك,,فقلن له ومن يمنّ علينا بذلك غيرك,
331,5f7f5479-004b-4bd1-bc34-e586f3e4732c,The Heron's Promise,,قال إنّي أفعل,قال لهم أنا فاعل لكم ذلك ولعلّ الصيّادين يحتبسون عنّا يسيرًا حتّى نفرغ من النقلة,,ثمّ إنّ السرطان قال له إنّي قد أشفقت ممّا كنت حذّرتنا منه فانقلني,,,قال العلجوم تجئنني كلّ يوم سمكتين أو ثلاثة أحملهنّ إلى ذلك الغدير,فجعل العلجوم,,فقال أفعل بكنّ,
332,4a51a4c4-1764-418c-92e7-d99bf30576bd,The Fish Agree,,,,,حتّى إذا دنا من التلّ نظر فإذا عظام الحيتان فعلم أنّه أكلها وخاف أن يفعل ذلك به,,,فأجبنه إلى ذلك,,,,
333,0be1ab9e-9ab1-497e-801d-5c60b01cca61,The Heron's Treachery,,ثمّ إنّ المكّاء كان يحمل في كلّ يوم سمكتين فينطلق بها إلى بعض التلال فيأكلهما ولا يشعر بذلك بقيّتهنّ,ثمّ إنّ العلجوم كان يحمل كلّ يوم سمكتان فينطلق بهما إلى بعض التلال الخالية فيأكلها ثمّ يعود فيحمل غيرها والسمك لم يشعر بذلك ويظنّوا أنّ المحمول منهم يُمضى بهم إلى الغدير الذي ذكره لهم,,فقال إذا لقي اللاقي عدوّه في المواضع التي يعلم أنّه قادر عليه فيها فهو حقيق قاتله ولم يقاتل أن يقاتل,,,فكان يحمل كلّ يوم سمكتين أو ثلاثة فينطلق بهم إلى بعض التلال فيأكلهنّ,يحمل في كلّ يوم سمكتين فينطلق بهما إلى بعض التلال فيأكلهنّ,,فجعل يحمل في كلّ يوم منهنّ سمكتين فينطلق بهما إلى بعض التلال فيأكلها,
334,e18ca77d-17ae-453a-9737-f93658881a9b,The Deception Continues,,,قال فأقام العلجوم على ذلك مدّة طويلة وبقيّة السمك لم يدرون ما يُفعل بأصحابهم,,ثمّ أهوى بكلّيّته إلى عنق العجلوم فغمز عليه غمزة شديدة قتله لوقته فيها ورجع إلى السمك أخبرهنّ بما صار وإنّما,,,,,,,
335,ee354393-d2a3-4779-b9ce-ce4babe85ac9,The Crab's Request,,حتّى إذا كان ذات يوم جاءه السرطان فقال إنّي قد أشفقت من مكاني هذا فاذهب بي إلى ذلك الماء,فلمّا كان ذات يوم جاءه السرطان وقال له إنّي ضاق ذرعي من هذا الموضع وأنا اشتهي أن تحملني عندك,,ضربت لك هذا المثل لتعلم أنّ الحيلة إذا لم تُحكم كانت ضررًا على صاحبها ولكن,,,حتّى أن كان ذات يوم جاءه السرطان وقال له وأنا أيضًا قد أشفقت من مكاني هذا فاذهب بي,حتّى إذا كان ذات يوم جاءه السرطان فقال وأنا أيضًا قد أشفقت من مكاني هذا فاذهب بي إلى ذلك المكان,,فلمّا كان ذات يوم أتاه السرطان فقال إنّي أشفقت من مكاني هذا فلو ذهبت بي في معمق,
336,17ff3863-260e-487b-9eee-59c5c581ab5c,The Crab Discovers the Truth,,فحمل السرطان وجاء مشرفًا جاعلًا له حصّة يومه حتّى إذا دنا من التلّ الذي كان يأكل عليه السمك نظر السرطان فرأى عظام السمك مجموعة هنالك فعرف أنّ المكّاء صاحبها وأنّه يريد به مثلها,قال فحمل العلجوم حتّى إذا دنا من التلّ نظر إلى عظام السمك قد صار كوم عظيم,,,,,فحمله العلجوم حتّى إذا دنا من التلّ نظر السرطان فرأى عظام السمك مجموعة على ذلك التلّ عرف أنّ العلجوم يريد يعمله مثلهم,فحمل السرطان مسرورًا على خصب يومه حتّى إذا دنا من التلّ نظر إلى عظام السمك مجموعة على ذلك التلّ فعرف أنّ العلجوم هو صاحبها وأنّه يريد به مثلها,,فقال نعم فاحتمله حتّى إذا دنا من المكان الذي كان يأكلهنّ فيه نظر السرطان إلى عظام السمك مجموعة فعلم أنّه صاحبها وأنّه يريد به مثل ذلك,
337,bfdec478-ac35-466d-8991-711777e2d07c,The Crab's Resolve,,فقال في نفسه إذا لقي الملاقي عدوّه في المواطن الذي يعلم أنّه هالك فيها إن قاتل أو لم يقاتل,فقال السرطان في نفسه إنّ العلجوم قد غدرهنّ فأكلهنّ كلهنّ وهو يرى أن يفعل بي مثل ذلك,,,,,,فقال إذا لقي اللاتي عدوّه في المواطن التي يعلم أنّه هالك فيها إن قاتل وإن لم يقاتل فهو حقيق أن يقاتل كرمًا وحفاظًا,,فقال في نفسه ينبغي إذا لقي المرء عدوّه في المواضع التي يناله فيها أن يقاتل كرمًا وحفظًا,
338,6335d8d1-4058-4316-830c-224404a04dd2,The Necessity of Fighting,,فهو حقيق أن يقاتل كرمًا وحفاظًا,ثمّ إنّه فكّر وقال إذا لقي المرء عدوّه في المواطن التي يعلم أنّه هالكًا فيها فهو حقيق أن لا يمكنّه من نفسه حتّى يقاتله القتال الشديد,,,,,,,,,
339,ba9bfce6-bfb3-416b-bc37-4c6e3faae3ad,The Heron is Killed,,فأهوى بكلبتيه إلى عنق المكّاء فعصره عصرة وقع منها إلى الأرض ووقع السرطان معه فمات المكّاء ورجع السرطان إلى السمك فأخبرهنّ,قال وترك السرطان يطلبه حتّى وصل إلى عنق العلجوم فعصره فوقع في الأرض ميّتًا من ساعته ورجع إلى السمك فأخبرهنّ بذلك,,,,,فأهوى بكليّته إلى عنق العلجوم ثمّ عصره عصرة مات منها العلجوم ووقع عنه السرطان فمضى إلى موضعه وأخبر السمك بذلك وإنّما ضربت لك هذا المثل لتعلم أنّ بعض الحيل مهلكة للمحتال,فأهوى بكلبتيه إلى عنق العلجوم فعصره عصرة مات منها ووقع عنه السرطان ومضى إلى السمك المتخلّف فأخبرهنّ قال,,ثمّ إنّه أهوى بكلاليبه إلى عنق العلجوم فعصره حتّى مات,
340,b9f64b62-0424-42d6-830b-efa6ad794cbd,The Moral: A Trickster's Downfall,,فقال ابن آوى وإنّما ضربت لك هذا المثل لتعلم أنّ بعض الحيل مهلكة للمحتال ولكنّي أدلّك على أمر إن قدرت عليه كان فيه هلاك الأسود,وإنّما ضربت لك هذا المثل لتعلم أنّ بعض الجهل مهلكة للمحتال,,,,,وإنّي أدلّك على أمر إن قدرت عليه كان فيه هلاك الأسود,ابن آوى إنّما ضربت لك هذا المثل لتعلم أنّ بعض الحيلة مهلكة للمحتال ولكنّي أدلّك على أمر إن فعلت ذلك وقدرت عليه كان فيه هلاك الأسود,,وإنّما ضربت لك هذا المثل لتعلم أنّ بعض الحيل مدمّرة على صاحبها,
341,d1a885db-b337-4d1a-8a4f-2159bcd229fc,The Crow Asks for the Plan,,قال وما ذلك,,,,,,قال وما ذلك,قال وما ذلك,,,
342,a607fab9-540f-424a-a971-86b0f1bc3c2e,The Jackal's Plan,,قال تنطلق محلّقًا فتنظر لعلّك تظفر بحليّ من حليّ النساء نفيس عندهنّ فتخطفها ثمّ تطير قريبًا فلا تبرح واقعًا وطائرًا حيث لا تفوت العيون ويطلبك الناس حتّى تنتهي بالحليّ إلى جحر الأسود فترمي بها عنده فإذا انتهى الناس إلى الحليّ أخذوا حليّهم وأراحوك من الأسود,ولكن التمـ انطلق فالتمس حليّا فإذا ظفرت به فاختطفه ثمّ طر به حيث لا تفوتهم فإنّهم يطلبونك ثمّ انحطّ إلى الأرض قليلًا وارتفع أخرى فإذا رأيت الناس يتبعونك فاطرحه في حجر الأسود وارمي به عليه فإنّهم يقتلونه ويريحوك منه,,انطلق فالتمس حليًا فإن ظفرت به فاختطفه وأصحابه ينظرون إليك ثمّ طر ولا تتوارى عنهم فيقفوا أثرك ولكن ترفّق رويدًا حتّى يتبعونك ثمّ تأتي به إلى جحر الأسود فتلقيه فإنّهم يحفرون عليه فيخرج عليهم فيقتلونه ويريحونك منه وأنت آمن ففعل,,,قال تنطلق محلّقًا تبتغي وتنظر لعلّك *تظفر بحليّ من حليّ النساء نفيسًا له محلّ عندهم فتخطفه ثمّ تطير به ولا تبرح واقعًا طائرًا حيث لا تفوت العيون وتطلبك الناس حيث تأتي بالحليّ إلى جحر الأسود فترمي به عنده فإذا انتهى الناس إليه أخذوا حليّهم وأراحوك من الأسود,قال أرى لك أن تنطلق محلّقًا تبتغي وتنظر لعلّك تظفر بحليّ من بعض النساء نفيس عندهم فتختطفه وتطير به قريبًا ولا تبرح واقعًا وطائرًا حيث لا تفوت من الأعين وتطلبك الناس حتّى تأتي جحر الأسود فترمي بالحليّ عليه فإذا انتهى الناس إليه أخذوا حليّهم وأراحوك من الأسود,,ولكن انطلق محلّقًا في السماء فالتمس حليًّا فإذا ظفرت به فاختطفه وأصحابه ينظرون إليك ثمّ طر به حيث لا تفوت العيون منك فإنّهم يتبعونك فإذا انتهيت إلى جحر الأسود فإنّهم يأخذون حليّهم ويريحونك من الأسود,
343,6ea1ea3a-7ea9-4919-91c1-c7e08b8ef127,The Crow Snatches the Necklace,,فانطلق الغراب محلّقًا يبتغي حليًا فوجد امرأة على ظهر بيت قد وضعت ثيابها وحليّها وهي تغتسل,ففعل ذلك فلمّا وصلوا إلى الأسود رأوه نائمًا في حجره فهوى إليه رجل منهم بحجر فقتله فاستراح الغراب منه,,الغراب ذلك وخطف,,,قال فانطلق الغراب محلّقًا في السماء يبتغي حليًّا فوجد امرأة وضعت حليّها وهي تريد تغتسل,فانطلق الغراب فوجد امرأة تغتسل على سطح والعقد على ثيابها فانقضّ,,ففعل الغراب ذلك وأخذ الحليّ وطرحه على باب الجحر,
